DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RHOB_N,K_SDR_N,K_TIM_N,K_SDR_N_PRE,K_GD_N_PRE,,
2756.5,10.31,0.259,-999.25,91.07,0.399,3.22,0.336,1.3,2.266,-999.25,-999.25,,,,
2757,9.76,0.25,-999.25,93.48,0.415,3.29,0.343,1.49,2.282,-999.25,-999.25,,,,
2757.5,10.24,0.254,-999.25,92.66,0.418,3.28,0.346,1.41,2.276,-999.25,-999.25,,,,
2758,11.05,0.267,-999.25,92.24,0.415,3.2,0.349,1.29,2.253,-999.25,-999.25,,,,
2758.5,11,0.276,-999.25,94.92,0.416,3.12,0.353,1.27,2.238,-999.25,-999.25,,,,
2759,10.78,0.276,-999.25,98.23,0.427,3.09,0.36,1.26,2.238,-999.25,-999.25,,,,
2759.5,10.37,0.269,-999.25,104.33,0.391,3.1,0.336,1.41,2.249,-999.25,-999.25,,,,
2760,10.58,0.269,-999.25,99.26,0.374,3.13,0.326,1.37,2.25,-999.25,-999.25,,,,
2760.5,10.58,0.272,-999.25,99.34,0.371,3.17,0.325,1.15,2.246,-999.25,-999.25,,,,
2761,10.73,0.269,-999.25,96.7,0.417,3.2,0.351,1.21,2.25,-999.25,-999.25,,,,
2761.5,10.34,0.272,-999.25,98.85,0.405,3.21,0.345,1.28,2.244,-999.25,-999.25,,,,
2762,10.76,0.274,-999.25,96.72,0.391,3.22,0.338,1.18,2.242,-999.25,-999.25,,,,
2762.5,10.77,0.285,-999.25,96.07,0.407,3.2,0.351,1.24,2.223,-999.25,-999.25,,,,
2763,10.47,0.283,-999.25,93.13,0.413,3.16,0.354,1.27,2.226,-999.25,-999.25,,,,
2763.5,10.72,0.286,-999.25,94.17,0.391,3.09,0.343,1.36,2.221,-999.25,-999.25,,,,
2764,10.89,0.289,-999.25,94.99,0.4,3.04,0.349,1.26,2.216,-999.25,-999.25,,,,
2764.5,11.03,0.31,-999.25,97.13,0.48,3.02,0.404,1.48,2.179,-999.25,-999.25,,,,
2765,11.02,0.361,-999.25,96.18,0.464,3.02,0.416,1.54,2.092,-999.25,-999.25,,,,
2765.5,10.95,0.395,-999.25,91.79,0.444,3.06,0.42,1.33,2.034,-999.25,-999.25,,,,
2766,10.65,0.35,-999.25,85.86,0.565,3.22,0.47,1.27,2.112,-999.25,-999.25,,,,
2766.5,10.87,0.25,-999.25,76.99,0.333,3.47,0.294,2.7,2.282,-999.25,-999.25,,,,
2767,9.64,0.158,-999.25,76.29,0.177,3.64,0.168,4.78,2.44,-999.25,-999.25,,,,
2767.5,9.42,0.184,-999.25,79.25,0.262,3.56,0.226,3.59,2.395,-999.25,-999.25,,,,
2768,10.58,0.239,-999.25,86.18,0.406,3.3,0.333,1.95,2.302,-999.25,-999.25,,,,
2768.5,10.51,0.292,-999.25,86.2,0.401,3.09,0.351,1.75,2.21,-999.25,-999.25,,,,
2769,10.41,0.293,-999.25,87.05,0.443,3.04,0.376,1.37,2.209,-999.25,-999.25,,,,
2769.5,10.86,0.288,-999.25,84.26,0.423,3.06,0.362,1.15,2.218,-999.25,-999.25,,,,
2770,11.7,0.281,-999.25,89.19,0.419,3.08,0.357,1.2,2.23,-999.25,-999.25,,,,
2770.5,10.14,0.275,-999.25,92.05,0.456,3.13,0.377,1.52,2.241,-999.25,-999.25,,,,
2771,10.22,0.27,-999.25,98.57,0.435,3.21,0.362,2.15,2.249,-999.25,-999.25,,,,
2771.5,9.97,0.283,-999.25,95.27,0.427,3.27,0.362,1.77,2.225,-999.25,-999.25,,,,
2772,9.79,0.289,-999.25,89.64,0.372,3.3,0.333,1.5,2.216,-999.25,-999.25,,,,
2772.5,8.82,0.308,-999.25,84.29,0.369,3.21,0.34,1.48,2.183,-999.25,-999.25,,,,
2773,9.58,0.304,-999.25,86.74,0.426,3.12,0.37,1.24,2.191,-999.25,-999.25,,,,
2773.5,9.7,0.317,-999.25,93.14,0.455,3.02,0.392,1.24,2.167,-999.25,-999.25,,,,
2774,9.94,0.332,-999.25,95.16,0.443,2.98,0.391,1.14,2.143,-999.25,-999.25,,,,
2774.5,10.63,0.357,-999.25,94.49,0.48,2.92,0.423,1.26,2.1,-999.25,-999.25,,,,
2775,10.86,0.367,-999.25,93.6,0.438,2.86,0.404,1.22,2.082,-999.25,-999.25,,,,
2775.5,9.79,0.353,-999.25,94.22,0.511,2.81,0.439,1.94,2.106,-999.25,-999.25,,,,
2776,10.4,0.326,-999.25,98.97,0.458,2.86,0.398,1.87,2.152,-999.25,-999.25,,,,
2776.5,10.06,0.294,-999.25,98.69,0.425,2.93,0.365,1.91,2.208,-999.25,-999.25,,,,
2777,10.61,0.281,-999.25,102.24,0.415,3.01,0.354,1.73,2.23,-999.25,-999.25,,,,
2777.5,10.45,0.283,-999.25,99.08,0.399,3.04,0.346,1.72,2.226,-999.25,-999.25,,,,
2778,10.47,0.299,-999.25,101.97,0.445,3.01,0.379,1.53,2.199,-999.25,-999.25,,,,
2778.5,10.75,0.31,-999.25,94.85,0.451,2.97,0.387,1.45,2.18,-999.25,-999.25,,,,
2779,11.1,0.309,-999.25,96.79,0.476,2.94,0.401,1.31,2.182,-999.25,-999.25,,,,
2779.5,10.71,0.3,-999.25,93.54,0.448,2.95,0.381,1.27,2.197,-999.25,-999.25,,,,
2780,11.61,0.291,-999.25,98.62,0.429,2.98,0.367,1.31,2.213,-999.25,-999.25,,,,
2780.5,11.27,0.303,-999.25,98.96,0.492,2.99,0.409,1.63,2.192,-999.25,-999.25,,,,
2781,10.87,0.318,-999.25,103.09,0.492,2.98,0.414,1.9,2.167,-999.25,-999.25,,,,
2781.5,10.54,0.319,-999.25,96.35,0.486,2.96,0.411,1.61,2.164,-999.25,-999.25,,,,
2782,10.7,0.31,-999.25,93.91,0.456,2.98,0.39,1.83,2.18,-999.25,-999.25,,,,
2782.5,11.01,0.3,-999.25,92.33,0.421,3.06,0.366,1.79,2.197,-999.25,-999.25,,,,
2783,11.17,0.292,-999.25,97.84,0.428,3.2,0.366,1.93,2.21,-999.25,-999.25,,,,
2783.5,11.31,0.299,-999.25,98.1,0.455,3.29,0.385,2.42,2.198,-999.25,-999.25,,,,
2784,10.96,0.299,-999.25,95.57,0.46,3.37,0.388,3.12,2.199,-999.25,-999.25,,,,
2784.5,10.01,0.295,-999.25,93.84,0.469,3.55,0.392,3.92,2.206,-999.25,-999.25,,,,
2785,10.76,0.319,-999.25,94.58,0.395,3.72,0.359,3.97,2.164,-999.25,-999.25,,,,
2785.5,10.46,0.391,-999.25,96.75,0.349,3.65,0.371,4.71,2.042,-999.25,-999.25,,,,
2786,10.37,0.455,-999.25,94.81,0.453,3.35,0,3.07,1.932,-999.25,-999.25,,,,
2786.5,10.58,0.445,-999.25,92.61,0.511,3.06,0.479,2.54,1.948,-999.25,-999.25,,,,
2787,10.01,0.394,-999.25,90.51,0.504,2.96,0.452,1.9,2.036,-999.25,-999.25,,,,
2787.5,10.62,0.344,-999.25,95.66,0.494,2.95,0.426,1.82,2.121,-999.25,-999.25,,,,
2788,10.42,0.331,-999.25,96.63,0.426,2.94,0.381,1.54,2.145,-999.25,-999.25,,,,
2788.5,10.89,0.328,-999.25,97.21,0.405,2.93,0.369,1.86,2.15,-999.25,-999.25,,,,
2789,10.22,0.346,-999.25,97.38,0.424,2.91,0.387,1.98,2.119,-999.25,-999.25,,,,
2789.5,10.25,0.346,-999.25,97.76,0.506,2.94,0.433,1.58,2.119,-999.25,-999.25,,,,
2790,10.34,0.314,-999.25,103.58,0.464,3.02,0.396,1.85,2.173,-999.25,-999.25,,,,
2790.5,10.34,0.27,-999.25,106.1,0.458,3.12,0.376,1.84,2.248,-999.25,-999.25,,,,
2791,9.6,0.248,-999.25,109.2,0.444,3.2,0.36,1.61,2.285,-999.25,-999.25,,,,
2791.5,10.23,0.248,-999.25,106.17,0.46,3.2,0.37,1.52,2.286,-999.25,-999.25,,,,
2792,9.68,0.264,-999.25,104.42,0.43,3.16,0.357,1.58,2.258,-999.25,-999.25,,,,
2792.5,10.41,0.289,-999.25,102.69,0.411,3.11,0.355,1.5,2.217,-999.25,-999.25,,,,
2793,10.13,0.319,-999.25,99.14,0.467,3.09,0.4,1.46,2.165,-999.25,-999.25,,,,
2793.5,10.49,0.303,-999.25,97.89,0.461,3.18,0.39,1.24,2.192,-999.25,-999.25,,,,
2794,10.38,0.27,-999.25,99.13,0.408,3.38,0.346,1.32,2.249,-999.25,-999.25,,,,
2794.5,8.81,0.225,-999.25,103.86,0.396,3.55,0.322,1.99,2.325,-999.25,-999.25,,,,
2795,9.09,0.237,-999.25,105.7,0.393,3.5,0.325,1.6,2.304,-999.25,-999.25,,,,
2795.5,9.81,0.249,-999.25,105.47,0.425,3.28,0.348,1.48,2.284,-999.25,-999.25,,,,
2796,9.91,0.265,-999.25,102.19,0.39,3.11,0.333,1.37,2.256,-999.25,-999.25,,,,
2796.5,10.45,0.271,-999.25,98.33,0.4,3.04,0.342,1.29,2.247,-999.25,-999.25,,,,
2797,10.17,0.272,-999.25,99.68,0.453,3.04,0.374,1.34,2.244,-999.25,-999.25,,,,
2797.5,10.18,0.287,-999.25,98.57,0.459,3.05,0.383,1.38,2.219,-999.25,-999.25,,,,
2798,10.44,0.298,-999.25,101,0.41,3.07,0.358,1.33,2.201,-999.25,-999.25,,,,
2798.5,10.78,0.303,-999.25,93.96,0.441,3.1,0.378,1.2,2.192,-999.25,-999.25,,,,
2799,10.75,0.3,-999.25,97.18,0.422,3.11,0.366,1.2,2.197,-999.25,-999.25,,,,
2799.5,10.06,0.3,-999.25,101.76,0.414,3.09,0.362,1.43,2.198,-999.25,-999.25,,,,
2800,9.68,0.298,-999.25,101.35,0.419,3.09,0.364,1.7,2.201,-999.25,-999.25,,,,
2800.5,9.87,0.283,-999.25,99.75,0.442,3.08,0.371,1.71,2.226,-999.25,-999.25,,,,
2801,10.33,0.274,-999.25,92.26,0.443,3.06,0.368,1.58,2.241,-999.25,-999.25,,,,
2801.5,10.63,0.29,-999.25,93.32,0.442,2.98,0.374,1.43,2.215,-999.25,-999.25,,,,
2802,10.9,0.323,-999.25,89.17,0.425,2.9,0.377,1.27,2.157,-999.25,-999.25,,,,
2802.5,11.22,0.354,-999.25,86.27,0.416,2.83,0.386,1.09,2.104,-999.25,-999.25,,,,
2803,10.41,0.352,-999.25,86.91,0.446,2.81,0.402,1.32,2.109,-999.25,-999.25,,,,
2803.5,10.84,0.335,-999.25,86.83,0.487,2.87,0.418,1.55,2.137,-999.25,-999.25,,,,
2804,10.86,0.307,-999.25,91.2,0.454,2.95,0.388,2.05,2.185,-999.25,-999.25,,,,
2804.5,10.86,0.291,-999.25,91.69,0.429,2.99,0.367,1.86,2.213,-999.25,-999.25,,,,
2805,10.78,0.286,-999.25,95.91,0.493,3.01,0.403,2.21,2.221,-999.25,-999.25,,,,
2805.5,11.33,0.3,-999.25,94.56,0.425,3.01,0.368,2.28,2.197,-999.25,-999.25,,,,
2806,11.24,0.313,-999.25,93.31,0.43,3.03,0.376,1.4,2.174,-999.25,-999.25,,,,
2806.5,11.44,0.303,-999.25,91.2,0.44,3.1,0.378,1.04,2.192,-999.25,-999.25,,,,
2807,10.48,0.283,-999.25,89.45,0.377,3.16,0.333,1.48,2.227,-999.25,-999.25,,,,
2807.5,10.59,0.289,-999.25,89.13,0.398,3.15,0.348,1.91,2.216,-999.25,-999.25,,,,
2808,10.04,0.316,-999.25,89.49,0.41,3.03,0.366,1.75,2.169,-999.25,-999.25,,,,
2808.5,10.06,0.324,-999.25,90.4,0.396,2.97,0.362,1.89,2.156,-999.25,-999.25,,,,
2809,9.89,0.317,-999.25,87.49,0.432,3.01,0.379,1.58,2.167,-999.25,-999.25,,,,
2809.5,10.67,0.3,-999.25,87.79,0.397,3.1,0.352,1.45,2.197,-999.25,-999.25,,,,
2810,10.51,0.297,-999.25,87.96,0.411,3.11,0.359,1.42,2.202,-999.25,-999.25,,,,
2810.5,10.03,0.291,-999.25,89.06,0.444,3.1,0.375,1.29,2.213,-999.25,-999.25,,,,
2811,9.54,0.273,-999.25,88.92,0.445,3.12,0.369,1.33,2.243,-999.25,-999.25,,,,
2811.5,9.68,0.264,-999.25,87.5,0.433,3.16,0.359,1.34,2.259,-999.25,-999.25,,,,
2812,9.76,0.298,-999.25,88.27,0.404,3.12,0.355,1.37,2.201,-999.25,-999.25,,,,
2812.5,11.02,0.338,-999.25,85.89,0.508,3,0.431,1.41,2.132,-999.25,-999.25,,,,
2813,11.28,0.346,-999.25,85.73,0.615,2.89,0.499,1.16,2.119,-999.25,-999.25,,,,
2813.5,10.68,0.314,-999.25,85.29,0.603,2.86,0.481,1.48,2.173,-999.25,-999.25,,,,
2814,11.42,0.315,-999.25,84.19,0.471,2.86,0.401,1.3,2.171,-999.25,-999.25,,,,
2814.5,10.72,0.347,-999.25,81.22,0.437,2.83,0.395,2.13,2.116,-999.25,-999.25,,,,
2815,10.83,0.402,-999.25,80.77,0.451,2.77,0.427,1.71,2.023,-999.25,-999.25,,,,
2815.5,11.19,0.405,-999.25,81.62,0.521,2.73,0.467,1.37,2.017,-999.25,-999.25,,,,
2816,11.02,0.378,-999.25,84.42,0.447,2.78,0.414,1.48,2.063,-999.25,-999.25,,,,
2816.5,9.95,0.349,-999.25,86.91,0.405,2.93,0.378,2.79,2.114,-999.25,-999.25,,,,
2817,11.12,0.344,-999.25,83.35,0.467,3.15,0.41,1.9,2.122,-999.25,-999.25,,,,
2817.5,10.23,0.339,-999.25,80.81,0.53,3.42,0.445,1.82,2.131,-999.25,-999.25,,,,
2818,11.73,0.333,-999.25,80.03,0.435,3.65,0.387,2.13,2.141,-999.25,-999.25,,,,
2818.5,12.41,0.338,-999.25,83.01,0.415,3.72,0.378,3.27,2.132,-999.25,-999.25,,,,
2819,11.16,0.349,-999.25,87.46,0.427,3.62,0.39,1.86,2.114,-999.25,-999.25,,,,
2819.5,11.01,0.321,-999.25,89.16,0.409,3.44,0.368,1.58,2.162,-999.25,-999.25,,,,
2820,10.78,0.292,-999.25,93.8,0.357,3.32,0.326,2.2,2.212,-999.25,-999.25,,,,
2820.5,10.09,0.272,-999.25,99.4,0.42,3.22,0.354,1.67,2.245,-999.25,-999.25,,,,
2821,10.41,0.288,-999.25,101,0.441,3.13,0.372,1.4,2.218,-999.25,-999.25,,,,
2821.5,10.6,0.312,-999.25,97.28,0.467,3.08,0.397,1.14,2.177,-999.25,-999.25,,,,
2822,10.29,0.346,-999.25,92.78,0.443,3.03,0.397,0.97,2.119,-999.25,-999.25,,,,
2822.5,9.74,0.34,-999.25,88.91,0.453,3.02,0.401,1.23,2.129,-999.25,-999.25,,,,
2823,9.21,0.315,-999.25,90.52,0.428,3,0.376,1.66,2.171,-999.25,-999.25,,,,
2823.5,10.09,0.293,-999.25,90.54,0.437,2.97,0.372,1.27,2.209,-999.25,-999.25,,,,
2824,10.78,0.296,-999.25,91.66,0.429,2.92,0.369,1.57,2.204,-999.25,-999.25,,,,
2824.5,10.69,0.321,-999.25,89.99,0.459,2.87,0.396,2.12,2.161,-999.25,-999.25,,,,
2825,10.21,0.359,-999.25,84.58,0.474,2.83,0.42,1.74,2.097,-999.25,-999.25,,,,
2825.5,10.57,0.399,-999.25,85.56,0.463,2.82,0.432,1.56,2.028,-999.25,-999.25,,,,
2826,11.37,0.417,-999.25,87.48,0.443,2.84,0.43,1.65,1.997,-999.25,-999.25,,,,
2826.5,10.58,0.414,-999.25,92.38,0.435,2.92,0.425,1.82,2.003,-999.25,-999.25,,,,
2827,8.83,0.395,-999.25,92.47,0.431,2.99,0.413,1.78,2.035,-999.25,-999.25,,,,
2827.5,9.52,0.376,-999.25,95.03,0.427,3.02,0.402,1.99,2.067,-999.25,-999.25,,,,
2828,9.92,0.336,-999.25,99,0.434,3.04,0.388,1.82,2.136,-999.25,-999.25,,,,
2828.5,9.55,0.318,-999.25,96.72,0.442,3,0.385,1.51,2.166,-999.25,-999.25,,,,
2829,10.73,0.286,-999.25,96.52,0.445,2.99,0.374,1.44,2.221,-999.25,-999.25,,,,
2829.5,10.94,0.279,-999.25,93.2,0.444,3.02,0.371,1.21,2.234,-999.25,-999.25,,,,
2830,10.91,0.264,-999.25,97.45,0.456,3.12,0.373,1.28,2.258,-999.25,-999.25,,,,
2830.5,10.9,0.27,-999.25,98.57,0.452,3.19,0.372,1.55,2.247,-999.25,-999.25,,,,
2831,11.1,0.27,-999.25,101.54,0.412,3.2,0.348,1.69,2.248,-999.25,-999.25,,,,
2831.5,9.65,0.274,-999.25,103.91,0.416,3.16,0.352,2.21,2.241,-999.25,-999.25,,,,
2832,10.17,0.284,-999.25,104.56,0.406,3.14,0.35,2,2.225,-999.25,-999.25,,,,
2832.5,10.04,0.302,-999.25,104.56,0.382,3.12,0.344,1.76,2.194,-999.25,-999.25,,,,
2833,9.52,0.303,-999.25,105.55,0.42,3.05,0.366,1.66,2.192,-999.25,-999.25,,,,
2833.5,9.93,0.289,-999.25,104.51,0.431,3,0.367,1.5,2.216,-999.25,-999.25,,,,
2834,9.53,0.283,-999.25,102.38,0.438,2.99,0.369,1.64,2.226,-999.25,-999.25,,,,
2834.5,10.33,0.291,-999.25,100.63,0.411,3.04,0.356,1.64,2.213,-999.25,-999.25,,,,
2835,9.98,0.306,-999.25,102.71,0.405,3.07,0.359,1.96,2.186,-999.25,-999.25,,,,
2835.5,10.29,0.299,-999.25,105.52,0.488,3.06,0.405,1.72,2.199,-999.25,-999.25,,,,
2836,9.78,0.297,-999.25,110.45,0.467,3.05,0.391,1.54,2.201,-999.25,-999.25,,,,
2836.5,9.9,0.29,-999.25,112.9,0.415,3.05,0.358,1.85,2.214,-999.25,-999.25,,,,
2837,9.02,0.308,-999.25,114.31,0.395,3.07,0.354,1.74,2.183,-999.25,-999.25,,,,
2837.5,9.29,0.3,-999.25,116.36,0.424,3.1,0.367,1.71,2.197,-999.25,-999.25,,,,
2838,9.24,0.317,-999.25,112.97,0.42,3.08,0.372,1.52,2.167,-999.25,-999.25,,,,
2838.5,10.37,0.324,-999.25,112.13,0.384,3.06,0.355,1.61,2.156,-999.25,-999.25,,,,
2839,9.71,0.338,-999.25,106.64,0.46,3.05,0.404,1.61,2.132,-999.25,-999.25,,,,
2839.5,9.8,0.289,-999.25,108,0.473,3.11,0.392,1.5,2.216,-999.25,-999.25,,,,
2840,10.32,0.237,-999.25,113.08,0.434,3.17,0.35,1.57,2.305,-999.25,-999.25,,,,
2840.5,9.13,0.232,-999.25,114.96,0.394,3.15,0.323,1.6,2.313,-999.25,-999.25,,,,
2841,9.6,0.264,-999.25,113.75,0.444,3.09,0.365,1.53,2.259,-999.25,-999.25,,,,
2841.5,9.72,0.287,-999.25,109.55,0.439,3.01,0.371,1.6,2.219,-999.25,-999.25,,,,
2842,9.83,0.272,-999.25,108.26,0.441,3.01,0.366,1.59,2.244,-999.25,-999.25,,,,
2842.5,9.79,0.293,-999.25,110.96,0.411,3.03,0.357,1.44,2.21,-999.25,-999.25,,,,
2843,9.72,0.323,-999.25,109.25,0.435,3.04,0.383,1.28,2.158,-999.25,-999.25,,,,
2843.5,9.92,0.296,-999.25,113.24,0.513,3.04,0.419,1.16,2.203,-999.25,-999.25,,,,
2844,10.21,0.247,-999.25,117.74,0.51,3.1,0.401,1.88,2.287,-999.25,-999.25,,,,
2844.5,9.07,0.231,-999.25,120.19,0.453,3.14,0.36,3.15,2.315,-999.25,-999.25,,,,
2845,9.78,0.281,-999.25,111.87,0.46,3.16,0.381,2,2.23,-999.25,-999.25,,,,
2845.5,10.33,0.307,-999.25,114.86,0.464,3.14,0.393,1.13,2.185,-999.25,-999.25,,,,
2846,10.64,0.286,-999.25,130.26,0.474,3.16,0.391,1.38,2.221,-999.25,-999.25,,,,
2846.5,9.41,0.25,-999.25,141.93,0.389,3.21,0.327,1.96,2.283,-999.25,-999.25,,,,
2847,8.81,0.269,-999.25,132.78,0.372,3.17,0.325,1.45,2.25,-999.25,-999.25,,,,
2847.5,9.45,0.296,-999.25,116.45,0.451,3.07,0.381,1.3,2.203,-999.25,-999.25,,,,
2848,10.15,0.326,-999.25,112.65,0.516,2.99,0.432,1.29,2.153,-999.25,-999.25,,,,
2848.5,8.94,0.326,-999.25,114.29,0.462,2.99,0.4,1.52,2.153,-999.25,-999.25,,,,
2849,9.11,0.362,-999.25,111.44,0.431,3.02,0.398,2.3,2.091,-999.25,-999.25,,,,
2849.5,9.44,0.382,-999.25,103.36,0.424,3.06,0.404,1.8,2.057,-999.25,-999.25,,,,
2850,10.47,0.383,-999.25,97.01,0.461,3.13,0.424,1.27,2.055,-999.25,-999.25,,,,
2850.5,9.89,0.332,-999.25,100.64,0.417,3.21,0.377,1.53,2.141,-999.25,-999.25,,,,
2851,8.63,0.317,-999.25,107.46,0.395,3.21,0.358,1.51,2.167,-999.25,-999.25,,,,
2851.5,8.73,0.313,-999.25,110.11,0.396,3.12,0.357,1.49,2.176,-999.25,-999.25,,,,
2852,9.8,0.339,-999.25,106.21,0.465,2.99,0.407,1.93,2.13,-999.25,-999.25,,,,
2852.5,9.4,0.374,-999.25,101.84,0.418,2.94,0.397,1.49,2.071,-999.25,-999.25,,,,
2853,9.76,0.381,-999.25,99.97,0.534,2.99,0.464,1.34,2.058,-999.25,-999.25,,,,
2853.5,10.28,0.352,-999.25,99.41,0.544,3.09,0.458,1.21,2.108,-999.25,-999.25,,,,
2854,10.73,0.264,-999.25,102.51,0.439,3.18,0.362,1.61,2.258,-999.25,-999.25,,,,
2854.5,8.84,0.238,-999.25,110.04,0.405,3.15,0.332,2.61,2.303,-999.25,-999.25,,,,
2855,9.22,0.265,-999.25,114.25,0.462,3.03,0.377,1.74,2.257,-999.25,-999.25,,,,
2855.5,9.2,0.323,-999.25,118.98,0.437,2.91,0.384,1.34,2.158,-999.25,-999.25,,,,
2856,9.72,0.339,-999.25,117.88,0.473,2.88,0.411,1.53,2.131,-999.25,-999.25,,,,
2856.5,8.87,0.335,-999.25,125.79,0.449,2.91,0.396,2.12,2.138,-999.25,-999.25,,,,
2857,9.85,0.328,-999.25,125.65,0.387,2.95,0.359,1.49,2.149,-999.25,-999.25,,,,
2857.5,9.51,0.328,-999.25,131.59,0.45,2.96,0.394,1.29,2.149,-999.25,-999.25,,,,
2858,8.6,0.312,-999.25,129.48,0.412,3.01,0.365,1.67,2.177,-999.25,-999.25,,,,
2858.5,9.21,0.292,-999.25,131.9,0.409,3.08,0.355,1.73,2.211,-999.25,-999.25,,,,
2859,8.65,0.278,-999.25,133.31,0.425,3.17,0.359,1.71,2.235,-999.25,-999.25,,,,
2859.5,8.6,0.275,-999.25,136.12,0.41,3.22,0.349,1.71,2.239,-999.25,-999.25,,,,
2860,8.96,0.291,-999.25,129.48,0.368,3.18,0.332,1.48,2.213,-999.25,-999.25,,,,
2860.5,9.7,0.309,-999.25,117.24,0.409,3.1,0.362,1.7,2.182,-999.25,-999.25,,,,
2861,10.24,0.354,-999.25,106.06,0.463,3.06,0.412,1.76,2.105,-999.25,-999.25,,,,
2861.5,10.41,0.348,-999.25,95.99,0.527,3.2,0.447,1.68,2.115,-999.25,-999.25,,,,
2862,10.96,0.275,-999.25,76.58,0.478,3.53,0.39,1.61,2.239,-999.25,-999.25,,,,
2862.5,8.16,0.145,-999.25,52.69,0.251,4.06,0.205,6.08,2.462,-999.25,-999.25,,,,
2863,8.03,0.076,-999.25,38.69,0.066,4.51,0.071,9.19,2.581,-999.25,-999.25,,,,
2863.5,8.1,0.095,-999.25,51,0.136,4.61,0.117,9.19,2.547,-999.25,-999.25,,,,
2864,8.22,0.179,-999.25,78.8,0.38,4.24,0.297,4.27,2.403,-999.25,-999.25,,,,
2864.5,8.52,0.246,-999.25,107.49,0.456,3.74,0.366,1.68,2.289,-999.25,-999.25,,,,
2865,9.32,0.295,-999.25,122.92,0.443,3.44,0.376,1.32,2.205,-999.25,-999.25,,,,
2865.5,9.74,0.304,-999.25,126.66,0.41,3.33,0.361,1.21,2.19,-999.25,-999.25,,,,
2866,9.28,0.3,-999.25,124.82,0.43,3.25,0.371,1.21,2.197,-999.25,-999.25,,,,
2866.5,9.64,0.269,-999.25,121.05,0.419,3.18,0.352,1.35,2.25,-999.25,-999.25,,,,
2867,9.48,0.25,-999.25,116.79,0.401,3.14,0.334,1.46,2.282,-999.25,-999.25,,,,
2867.5,9.33,0.246,-999.25,115.94,0.395,3.16,0.329,1.61,2.289,-999.25,-999.25,,,,
2868,9.35,0.262,-999.25,115.46,0.453,3.17,0.37,2.02,2.262,-999.25,-999.25,,,,
2868.5,9.94,0.272,-999.25,111.92,0.473,3.15,0.386,1.94,2.245,-999.25,-999.25,,,,
2869,9.94,0.283,-999.25,109.36,0.453,3.15,0.378,1.61,2.226,-999.25,-999.25,,,,
2869.5,9.77,0.272,-999.25,107.72,0.443,3.2,0.368,1.49,2.244,-999.25,-999.25,,,,
2870,10.02,0.247,-999.25,112.14,0.457,3.3,0.367,1.44,2.288,-999.25,-999.25,,,,
2870.5,9.93,0.209,-999.25,115.34,0.411,3.41,0.326,1.43,2.353,-999.25,-999.25,,,,
2871,8.91,0.188,-999.25,116.92,0.403,3.42,0.314,1.53,2.388,-999.25,-999.25,,,,
2871.5,9.3,0.194,-999.25,122.13,0.41,3.34,0.321,1.58,2.379,-999.25,-999.25,,,,
2872,9.67,0.217,-999.25,119.35,0.449,3.26,0.353,1.91,2.338,-999.25,-999.25,,,,
2872.5,8.88,0.249,-999.25,120.22,0.433,3.21,0.353,1.85,2.284,-999.25,-999.25,,,,
2873,10.34,0.28,-999.25,112.99,0.403,3.16,0.347,1.92,2.231,-999.25,-999.25,,,,
2873.5,10.29,0.298,-999.25,115.12,0.445,3.12,0.379,1.97,2.2,-999.25,-999.25,,,,
2874,9.68,0.283,-999.25,119.26,0.458,3.18,0.381,1.61,2.226,-999.25,-999.25,,,,
2874.5,9.94,0.242,-999.25,134.68,0.485,3.35,0.383,2.19,2.296,-999.25,-999.25,,,,
2875,8.52,0.207,-999.25,146.73,0.427,3.47,0.336,2.27,2.355,-999.25,-999.25,,,,
2875.5,8.77,0.223,-999.25,150.22,0.432,3.42,0.344,3.01,2.329,-999.25,-999.25,,,,
2876,9.34,0.25,-999.25,151.81,0.487,3.26,0.387,3.4,2.283,-999.25,-999.25,,,,
2876.5,9.05,0.268,-999.25,148.01,0.463,3.13,0.378,2.36,2.251,-999.25,-999.25,,,,
2877,8.84,0.268,-999.25,157.94,0.408,3.09,0.345,1.93,2.251,-999.25,-999.25,,,,
2877.5,9.5,0.277,-999.25,161.42,0.414,3.08,0.352,1.76,2.237,-999.25,-999.25,,,,
2878,8.98,0.285,-999.25,181.05,0.476,3.05,0.392,1.45,2.223,-999.25,-999.25,,,,
2878.5,8.71,0.285,-999.25,192.96,0.485,3.01,0.398,1.77,2.223,-999.25,-999.25,,,,
2879,8.44,0.281,-999.25,205.58,0.412,2.98,0.353,2.05,2.23,-999.25,-999.25,,,,
2879.5,8.62,0.271,-999.25,212.71,0.392,2.95,0.337,1.94,2.246,-999.25,-999.25,,,,
2880,8.34,0.271,-999.25,214.57,0.415,2.92,0.35,1.86,2.246,-999.25,-999.25,,,,
2880.5,8.93,0.273,-999.25,218.12,0.418,2.95,0.353,1.96,2.243,-999.25,-999.25,,,,
2881,8.31,0.263,-999.25,213.56,0.385,3.08,0.33,3.41,2.26,-999.25,-999.25,,,,
2881.5,8.34,0.245,-999.25,210.27,0.415,3.22,0.341,3.21,2.292,-999.25,-999.25,,,,
2882,8.39,0.226,-999.25,208.75,0.428,3.26,0.342,1.64,2.324,-999.25,-999.25,,,,
2882.5,8.32,0.221,-999.25,214.54,0.381,3.23,0.311,2.08,2.333,-999.25,-999.25,,,,
