DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RHOB_N,K_SDR_N,K_TIM_N,K_SDR_N_PRE,K_GD_N_PRE,,
1617,8.43,0.286,-999.25,133.9,0.401,2.84,0.348,2.61,2.221,-999.25,-999.25,,,,
1617.5,8.59,0.296,-999.25,128.49,0.407,2.8,0.356,2.04,2.204,-999.25,-999.25,,,,
1618,8.5,0.282,-999.25,125.89,0.406,2.77,0.35,2.24,2.228,-999.25,-999.25,,,,
1618.5,8.32,0.272,-999.25,119.37,0.339,2.77,0.307,2.64,2.246,-999.25,-999.25,,,,
1619,8.32,0.257,-999.25,118.81,0.345,2.82,0.304,2.65,2.27,-999.25,-999.25,,,,
1619.5,8.34,0.255,-999.25,121.64,0.399,2.88,0.335,3.15,2.273,-999.25,-999.25,,,,
1620,8.34,0.257,-999.25,114.41,0.322,2.92,0.291,2.76,2.271,-999.25,-999.25,,,,
1620.5,8.36,0.257,-999.25,112.6,0.289,2.9,0.273,2.63,2.271,-999.25,-999.25,,,,
1621,8.41,0.256,-999.25,113.39,0.324,2.87,0.292,2.57,2.273,-999.25,-999.25,,,,
1621.5,8.36,0.25,-999.25,125.46,0.384,2.84,0.324,2.61,2.282,-999.25,-999.25,,,,
1622,8.36,0.25,-999.25,121.57,0.354,2.87,0.306,2.5,2.282,-999.25,-999.25,,,,
1622.5,8.36,0.247,-999.25,118.77,0.385,2.89,0.323,2.44,2.288,-999.25,-999.25,,,,
1623,8.36,0.245,-999.25,115.5,0.404,2.92,0.334,2.67,2.292,-999.25,-999.25,,,,
1623.5,8.36,0.232,-999.25,114.22,0.442,2.87,0.353,2.7,2.314,-999.25,-999.25,,,,
1624,8.36,0.225,-999.25,113.75,0.443,2.89,0.351,2.77,2.326,-999.25,-999.25,,,,
1624.5,8.34,0.215,-999.25,110.26,0.399,2.92,0.32,2.99,2.343,-999.25,-999.25,,,,
1625,8.25,0.212,-999.25,105.97,0.275,2.99,0.246,3.5,2.348,-999.25,-999.25,,,,
1625.5,8.27,0.215,-999.25,107.58,0.239,3.04,0.227,3.7,2.343,-999.25,-999.25,,,,
1626,8.16,0.222,-999.25,108.93,0.287,3.04,0.257,2.78,2.331,-999.25,-999.25,,,,
1626.5,8.31,0.235,-999.25,117.02,0.346,3.02,0.296,2.25,2.307,-999.25,-999.25,,,,
1627,8.34,0.247,-999.25,119.7,0.428,3.01,0.349,2.01,2.287,-999.25,-999.25,,,,
1627.5,8.38,0.257,-999.25,119.47,0.476,2.99,0.383,2.14,2.27,-999.25,-999.25,,,,
1628,8.5,0.263,-999.25,119.71,0.384,2.95,0.329,2.29,2.261,-999.25,-999.25,,,,
1628.5,8.41,0.261,-999.25,110.01,0.436,2.88,0.359,2.39,2.263,-999.25,-999.25,,,,
1629,8.43,0.264,-999.25,110.81,0.383,2.84,0.329,2.35,2.258,-999.25,-999.25,,,,
1629.5,8.36,0.264,-999.25,105.6,0.413,2.84,0.347,2.46,2.259,-999.25,-999.25,,,,
1630,8.32,0.264,-999.25,115.31,0.419,2.87,0.35,2.54,2.258,-999.25,-999.25,,,,
1630.5,8.32,0.259,-999.25,108.33,0.401,2.92,0.338,2.61,2.267,-999.25,-999.25,,,,
1631,8.36,0.251,-999.25,113.97,0.374,2.94,0.318,2.47,2.28,-999.25,-999.25,,,,
1631.5,8.36,0.246,-999.25,114.99,0.368,2.92,0.313,2.45,2.29,-999.25,-999.25,,,,
1632,8.43,0.248,-999.25,126.81,0.388,2.91,0.326,2.42,2.286,-999.25,-999.25,,,,
1632.5,8.34,0.257,-999.25,130.52,0.356,2.9,0.31,2.37,2.271,-999.25,-999.25,,,,
1633,8.29,0.259,-999.25,122.85,0.389,2.91,0.33,2.28,2.268,-999.25,-999.25,,,,
1633.5,8.27,0.248,-999.25,114.98,0.341,2.86,0.298,2.55,2.285,-999.25,-999.25,,,,
1634,8.25,0.242,-999.25,113.41,0.331,2.85,0.29,2.82,2.297,-999.25,-999.25,,,,
1634.5,8.27,0.235,-999.25,119.61,0.378,2.84,0.315,2.92,2.309,-999.25,-999.25,,,,
1635,8.27,0.236,-999.25,120.49,0.323,2.88,0.283,2.67,2.306,-999.25,-999.25,,,,
1635.5,8.25,0.239,-999.25,128.82,0.278,2.9,0.259,2.53,2.301,-999.25,-999.25,,,,
1636,8.18,0.245,-999.25,126.91,0.322,2.95,0.286,2.43,2.292,-999.25,-999.25,,,,
1636.5,8.2,0.251,-999.25,127.14,0.335,3.01,0.296,2.53,2.281,-999.25,-999.25,,,,
1637,8.2,0.249,-999.25,114.65,0.33,3.01,0.292,2.68,2.284,-999.25,-999.25,,,,
1637.5,8.2,0.245,-999.25,112.96,0.357,2.94,0.306,2.6,2.291,-999.25,-999.25,,,,
1638,8.23,0.241,-999.25,117.35,0.329,2.84,0.288,2.62,2.298,-999.25,-999.25,,,,
1638.5,8.2,0.235,-999.25,114.41,0.395,2.8,0.325,2.58,2.308,-999.25,-999.25,,,,
1639,8.2,0.235,-999.25,111.27,0.377,2.82,0.314,2.45,2.309,-999.25,-999.25,,,,
1639.5,8.18,0.237,-999.25,106.31,0.389,2.85,0.322,2.46,2.306,-999.25,-999.25,,,,
1640,8.23,0.248,-999.25,109.15,0.348,2.88,0.302,2.41,2.286,-999.25,-999.25,,,,
1640.5,8.34,0.255,-999.25,104.6,0.44,2.89,0.36,2.4,2.274,-999.25,-999.25,,,,
1641,8.29,0.262,-999.25,104.16,0.401,2.88,0.339,2.39,2.262,-999.25,-999.25,,,,
1641.5,8.41,0.259,-999.25,109.67,0.419,2.87,0.348,2.4,2.268,-999.25,-999.25,,,,
1642,8.27,0.263,-999.25,113.3,0.397,2.85,0.337,2.53,2.26,-999.25,-999.25,,,,
1642.5,8.52,0.256,-999.25,116.67,0.353,2.85,0.308,2.85,2.272,-999.25,-999.25,,,,
1643,8.18,0.254,-999.25,106.97,0.411,2.82,0.342,3.15,2.276,-999.25,-999.25,,,,
1643.5,8.23,0.246,-999.25,112.27,0.385,2.77,0.323,2.88,2.289,-999.25,-999.25,,,,
1644,8.23,0.249,-999.25,115.43,0.377,2.71,0.319,2.65,2.283,-999.25,-999.25,,,,
1644.5,8.25,0.249,-999.25,128.72,0.38,2.7,0.321,2.62,2.284,-999.25,-999.25,,,,
1645,8.2,0.25,-999.25,127.24,0.41,2.74,0.34,2.55,2.283,-999.25,-999.25,,,,
1645.5,8.27,0.246,-999.25,125.03,0.326,2.78,0.289,2.49,2.29,-999.25,-999.25,,,,
1646,8.23,0.244,-999.25,112.66,0.276,2.76,0.26,2.34,2.292,-999.25,-999.25,,,,
1646.5,8.25,0.244,-999.25,116.95,0.365,2.78,0.31,2.41,2.294,-999.25,-999.25,,,,
1647,8.18,0.248,-999.25,107.56,0.379,2.81,0.32,2.63,2.285,-999.25,-999.25,,,,
1647.5,8.2,0.258,-999.25,109.58,0.329,2.9,0.296,2.82,2.269,-999.25,-999.25,,,,
1648,8.18,0.242,-999.25,104.28,0.35,3.02,0.301,2.81,2.297,-999.25,-999.25,,,,
1648.5,8.09,0.224,-999.25,104.53,0.325,3.14,0.279,2.81,2.328,-999.25,-999.25,,,,
1649,8.07,0.19,-999.25,104.29,0.31,3.22,0.257,3.47,2.385,-999.25,-999.25,,,,
1649.5,8.09,0.2,-999.25,110.49,0.266,3.15,0.235,3.27,2.368,-999.25,-999.25,,,,
1650,8.14,0.21,-999.25,120.83,0.316,3.02,0.268,2.58,2.351,-999.25,-999.25,,,,
1650.5,8.14,0.239,-999.25,123.77,0.381,2.86,0.318,2.14,2.301,-999.25,-999.25,,,,
1651,8.18,0.249,-999.25,124.56,0.43,2.74,0.351,2.51,2.284,-999.25,-999.25,,,,
1651.5,8.2,0.25,-999.25,121.4,0.376,2.67,0.319,2.71,2.282,-999.25,-999.25,,,,
1652,8.2,0.244,-999.25,124.78,0.374,2.59,0.316,2.57,2.293,-999.25,-999.25,,,,
1652.5,8.2,0.241,-999.25,114.31,0.479,2.57,0.379,2.61,2.297,-999.25,-999.25,,,,
1653,8.23,0.249,-999.25,116,0.388,2.58,0.326,2.54,2.284,-999.25,-999.25,,,,
1653.5,8.11,0.258,-999.25,112.64,0.361,2.67,0.314,2.42,2.269,-999.25,-999.25,,,,
1654,8.2,0.27,-999.25,112.92,0.361,2.78,0.319,2.28,2.248,-999.25,-999.25,,,,
1654.5,8.11,0.284,-999.25,107.28,0.344,2.9,0.315,2.29,2.225,-999.25,-999.25,,,,
1655,8.36,0.31,-999.25,101.42,0.359,2.93,0.335,2.24,2.18,-999.25,-999.25,,,,
1655.5,8.89,0.329,-999.25,103.94,0.393,2.89,0.362,1.91,2.148,-999.25,-999.25,,,,
1656,9.87,0.341,-999.25,105.54,0.376,2.84,0.359,2.11,2.128,-999.25,-999.25,,,,
1656.5,8.97,0.327,-999.25,105.63,0.405,2.82,0.368,2.24,2.152,-999.25,-999.25,,,,
1657,8.61,0.307,-999.25,106.88,0.334,2.83,0.321,2.59,2.185,-999.25,-999.25,,,,
1657.5,8.72,0.289,-999.25,108.23,0.368,2.85,0.331,2.71,2.215,-999.25,-999.25,,,,
1658,8.81,0.283,-999.25,109,0.378,2.88,0.334,2.67,2.226,-999.25,-999.25,,,,
1658.5,9.19,0.273,-999.25,114.63,0.344,2.89,0.311,2.39,2.243,-999.25,-999.25,,,,
1659,8.95,0.258,-999.25,115.75,0.357,2.93,0.311,2.31,2.269,-999.25,-999.25,,,,
1659.5,8.36,0.247,-999.25,117.24,0.324,3.01,0.288,2.31,2.288,-999.25,-999.25,,,,
1660,8.14,0.246,-999.25,113.07,0.334,3.08,0.293,2.16,2.29,-999.25,-999.25,,,,
1660.5,8.68,0.266,-999.25,102.75,0.338,3.04,0.304,2.11,2.255,-999.25,-999.25,,,,
1661,8.42,0.29,-999.25,103.97,0.383,2.95,0.34,1.97,2.215,-999.25,-999.25,,,,
1661.5,8.5,0.316,-999.25,97.11,0.391,2.85,0.355,1.89,2.169,-999.25,-999.25,,,,
1662,9.28,0.327,-999.25,101.58,0.386,2.79,0.358,1.97,2.151,-999.25,-999.25,,,,
1662.5,8.86,0.326,-999.25,93.71,0.395,2.77,0.362,2.04,2.153,-999.25,-999.25,,,,
1663,8.61,0.321,-999.25,96.41,0.413,2.78,0.37,2.17,2.16,-999.25,-999.25,,,,
1663.5,8.68,0.314,-999.25,93.8,0.468,2.77,0.399,2.34,2.173,-999.25,-999.25,,,,
1664,8.83,0.309,-999.25,98.77,0.486,2.72,0.407,2.22,2.181,-999.25,-999.25,,,,
1664.5,8.86,0.297,-999.25,97.17,0.415,2.64,0.361,2.73,2.202,-999.25,-999.25,,,,
1665,8.27,0.279,-999.25,100.03,0.347,2.62,0.315,3.34,2.233,-999.25,-999.25,,,,
1665.5,8.09,0.264,-999.25,94.46,0.336,2.67,0.302,3.35,2.258,-999.25,-999.25,,,,
1666,8.09,0.257,-999.25,99.62,0.377,2.75,0.323,2.59,2.27,-999.25,-999.25,,,,
1666.5,8.14,0.26,-999.25,98.71,0.345,2.81,0.305,2.21,2.265,-999.25,-999.25,,,,
1667,8.18,0.259,-999.25,108.43,0.346,2.85,0.306,2.01,2.267,-999.25,-999.25,,,,
1667.5,8.14,0.257,-999.25,103.52,0.379,2.86,0.324,1.96,2.27,-999.25,-999.25,,,,
1668,8.11,0.257,-999.25,109.58,0.38,2.88,0.324,2.03,2.271,-999.25,-999.25,,,,
1668.5,8.14,0.264,-999.25,109.25,0.327,2.86,0.297,2.3,2.259,-999.25,-999.25,,,,
1669,8.18,0.26,-999.25,107.98,0.321,2.85,0.292,2.38,2.266,-999.25,-999.25,,,,
1669.5,8.2,0.244,-999.25,105.94,0.361,2.89,0.308,2.49,2.294,-999.25,-999.25,,,,
1670,8.05,0.214,-999.25,96.74,0.309,3.08,0.266,3.69,2.345,-999.25,-999.25,,,,
1670.5,8.05,0.198,-999.25,97.76,0.266,3.28,0.234,4.2,2.371,-999.25,-999.25,,,,
1671,8.09,0.205,-999.25,98.45,0.266,3.3,0.237,2.76,2.359,-999.25,-999.25,,,,
1671.5,8.14,0.234,-999.25,106.97,0.316,3.13,0.278,2.24,2.31,-999.25,-999.25,,,,
1672,8.14,0.263,-999.25,112.62,0.367,2.92,0.319,2.06,2.26,-999.25,-999.25,,,,
1672.5,8.2,0.277,-999.25,112.96,0.35,2.8,0.316,2.11,2.237,-999.25,-999.25,,,,
1673,8.16,0.276,-999.25,109.92,0.353,2.71,0.317,2.14,2.239,-999.25,-999.25,,,,
1673.5,8.18,0.269,-999.25,111.95,0.349,2.66,0.312,2.24,2.25,-999.25,-999.25,,,,
1674,8.36,0.27,-999.25,108.67,0.376,2.63,0.327,2.31,2.248,-999.25,-999.25,,,,
1674.5,8.2,0.275,-999.25,110.59,0.37,2.62,0.326,2.31,2.239,-999.25,-999.25,,,,
1675,8.32,0.281,-999.25,106.3,0.333,2.57,0.308,2.2,2.23,-999.25,-999.25,,,,
1675.5,8.2,0.283,-999.25,98.7,0.406,2.56,0.35,2.14,2.226,-999.25,-999.25,,,,
1676,8.16,0.287,-999.25,98.9,0.308,2.59,0.298,2.07,2.22,-999.25,-999.25,,,,
1676.5,8.16,0.296,-999.25,98.8,0.355,2.71,0.327,2.05,2.204,-999.25,-999.25,,,,
1677,8.38,0.31,-999.25,102.59,0.452,2.82,0.388,2.03,2.18,-999.25,-999.25,,,,
1677.5,8.92,0.312,-999.25,96.07,0.482,2.85,0.406,1.71,2.176,-999.25,-999.25,,,,
1678,8.86,0.305,-999.25,98.44,0.506,2.79,0.418,2.11,2.189,-999.25,-999.25,,,,
1678.5,8.11,0.287,-999.25,105.63,0.446,2.76,0.375,2.81,2.219,-999.25,-999.25,,,,
1679,8.09,0.279,-999.25,111.95,0.34,2.77,0.311,3.06,2.232,-999.25,-999.25,,,,
1679.5,8.07,0.276,-999.25,115.78,0.327,2.8,0.303,2.86,2.238,-999.25,-999.25,,,,
1680,8.07,0.281,-999.25,113.22,0.335,2.79,0.309,2.48,2.23,-999.25,-999.25,,,,
1680.5,8.11,0.277,-999.25,111.72,0.316,2.73,0.297,2.16,2.236,-999.25,-999.25,,,,
1681,8.2,0.272,-999.25,106.1,0.318,2.72,0.296,2.05,2.246,-999.25,-999.25,,,,
1681.5,8.11,0.261,-999.25,108.67,0.282,2.74,0.272,2.14,2.263,-999.25,-999.25,,,,
1682,8.09,0.259,-999.25,108.08,0.307,2.83,0.284,2.32,2.267,-999.25,-999.25,,,,
1682.5,8.09,0.261,-999.25,108.85,0.332,2.94,0.299,2.57,2.264,-999.25,-999.25,,,,
1683,8.11,0.263,-999.25,105.37,0.368,3.03,0.32,2.72,2.26,-999.25,-999.25,,,,
1683.5,8.09,0.262,-999.25,112.4,0.376,3.1,0.324,2.62,2.261,-999.25,-999.25,,,,
1684,8.14,0.258,-999.25,114.1,0.347,3.12,0.306,2.53,2.269,-999.25,-999.25,,,,
1684.5,8.16,0.258,-999.25,115.01,0.377,3.03,0.323,2.51,2.269,-999.25,-999.25,,,,
1685,8.2,0.256,-999.25,107.04,0.354,2.87,0.309,2.3,2.272,-999.25,-999.25,,,,
1685.5,8.18,0.256,-999.25,102.38,0.336,2.75,0.299,2.36,2.273,-999.25,-999.25,,,,
1686,8.11,0.254,-999.25,102.16,0.356,2.72,0.309,2.55,2.275,-999.25,-999.25,,,,
1686.5,8.09,0.251,-999.25,105.29,0.335,2.77,0.296,2.66,2.281,-999.25,-999.25,,,,
1687,8.07,0.248,-999.25,104.85,0.304,2.87,0.277,2.8,2.285,-999.25,-999.25,,,,
1687.5,8.07,0.235,-999.25,102.49,0.288,2.99,0.263,2.82,2.307,-999.25,-999.25,,,,
1688,8.09,0.234,-999.25,105.19,0.28,3.07,0.258,2.81,2.309,-999.25,-999.25,,,,
1688.5,8.07,0.234,-999.25,97.76,0.304,3.11,0.271,3.13,2.31,-999.25,-999.25,,,,
1689,8.02,0.24,-999.25,104.63,0.318,3.13,0.282,3.32,2.3,-999.25,-999.25,,,,
1689.5,8.02,0.239,-999.25,101.49,0.285,3.14,0.263,3.18,2.301,-999.25,-999.25,,,,
1690,8.02,0.239,-999.25,108.67,0.305,3.12,0.274,3.12,2.301,-999.25,-999.25,,,,
1690.5,8.05,0.243,-999.25,105.09,0.3,3.05,0.273,2.86,2.295,-999.25,-999.25,,,,
1691,8.09,0.247,-999.25,102.24,0.304,2.97,0.277,2.79,2.288,-999.25,-999.25,,,,
1691.5,8.09,0.254,-999.25,105.52,0.326,2.9,0.292,2.42,2.275,-999.25,-999.25,,,,
1692,8.14,0.26,-999.25,108.32,0.336,2.86,0.3,2.33,2.265,-999.25,-999.25,,,,
1692.5,8.07,0.261,-999.25,113.64,0.348,2.88,0.308,2.7,2.263,-999.25,-999.25,,,,
1693,8.05,0.256,-999.25,108.57,0.32,2.91,0.29,2.95,2.273,-999.25,-999.25,,,,
1693.5,8.07,0.255,-999.25,106.31,0.335,2.92,0.298,2.86,2.273,-999.25,-999.25,,,,
1694,8.14,0.26,-999.25,105.53,0.366,2.9,0.317,2.71,2.266,-999.25,-999.25,,,,
1694.5,8.29,0.265,-999.25,115.44,0.361,2.83,0.317,2.61,2.257,-999.25,-999.25,,,,
1695,8.23,0.274,-999.25,108.83,0.304,2.83,0.289,2.49,2.242,-999.25,-999.25,,,,
1695.5,8.27,0.28,-999.25,110.39,0.315,2.8,0.298,2.5,2.231,-999.25,-999.25,,,,
1696,8.09,0.283,-999.25,104.1,0.351,2.77,0.319,2.5,2.227,-999.25,-999.25,,,,
1696.5,8.07,0.276,-999.25,113.41,0.364,2.71,0.323,2.5,2.238,-999.25,-999.25,,,,
1697,8.07,0.268,-999.25,113.98,0.338,2.71,0.305,2.42,2.252,-999.25,-999.25,,,,
1697.5,8.09,0.268,-999.25,116.57,0.304,2.78,0.287,2.34,2.252,-999.25,-999.25,,,,
1698,8.18,0.267,-999.25,110.05,0.353,2.83,0.313,2.3,2.253,-999.25,-999.25,,,,
1698.5,8.25,0.263,-999.25,102.37,0.332,2.86,0.299,2.44,2.26,-999.25,-999.25,,,,
1699,8.05,0.264,-999.25,105.17,0.35,2.84,0.31,2.44,2.258,-999.25,-999.25,,,,
1699.5,8.07,0.266,-999.25,107.63,0.296,2.83,0.281,2.47,2.255,-999.25,-999.25,,,,
1700,8.05,0.262,-999.25,106.11,0.318,2.84,0.291,2.46,2.261,-999.25,-999.25,,,,
1700.5,8.14,0.263,-999.25,98.88,0.346,2.85,0.307,2.45,2.261,-999.25,-999.25,,,,
1701,8.25,0.267,-999.25,99.12,0.402,2.85,0.341,2.43,2.254,-999.25,-999.25,,,,
1701.5,8.07,0.279,-999.25,105.96,0.415,2.82,0.354,2.36,2.233,-999.25,-999.25,,,,
1702,8.07,0.272,-999.25,107.89,0.363,2.8,0.321,2.34,2.245,-999.25,-999.25,,,,
1702.5,8.07,0.269,-999.25,107.89,0.395,2.77,0.338,2.35,2.25,-999.25,-999.25,,,,
1703,8.07,0.269,-999.25,115.66,0.432,2.77,0.36,2.36,2.25,-999.25,-999.25,,,,
1703.5,8.07,0.279,-999.25,113.3,0.377,2.81,0.332,2.47,2.233,-999.25,-999.25,,,,
1704,8.07,0.275,-999.25,112.04,0.349,2.81,0.314,2.53,2.24,-999.25,-999.25,,,,
1704.5,8.11,0.265,-999.25,100.47,0.297,2.76,0.281,2.39,2.256,-999.25,-999.25,,,,
1705,8.47,0.254,-999.25,104.96,0.333,2.7,0.296,2.69,2.276,-999.25,-999.25,,,,
1705.5,8.05,0.252,-999.25,104.1,0.328,2.73,0.292,3.19,2.279,-999.25,-999.25,,,,
1706,8.05,0.256,-999.25,108.35,0.298,2.77,0.278,3.24,2.273,-999.25,-999.25,,,,
1706.5,8.05,0.264,-999.25,102.16,0.319,2.84,0.293,2.59,2.259,-999.25,-999.25,,,,
1707,8.07,0.268,-999.25,104.96,0.414,2.87,0.349,2.52,2.251,-999.25,-999.25,,,,
1707.5,8.07,0.27,-999.25,105.53,0.371,2.89,0.324,2.28,2.248,-999.25,-999.25,,,,
1708,8.05,0.27,-999.25,106.21,0.348,2.88,0.311,2.15,2.248,-999.25,-999.25,,,,
1708.5,8.05,0.271,-999.25,106.31,0.319,2.87,0.296,2.05,2.247,-999.25,-999.25,,,,
1709,8.11,0.283,-999.25,108.17,0.37,2.9,0.329,2.22,2.226,-999.25,-999.25,,,,
1709.5,8.2,0.303,-999.25,116.17,0.371,2.93,0.339,2.45,2.192,-999.25,-999.25,,,,
1710,8.29,0.311,-999.25,115.49,0.432,2.94,0.376,2,2.178,-999.25,-999.25,,,,
1710.5,8.16,0.295,-999.25,114.3,0.45,2.89,0.38,2.19,2.206,-999.25,-999.25,,,,
1711,7.98,0.257,-999.25,107.99,0.366,2.85,0.316,2.64,2.27,-999.25,-999.25,,,,
1711.5,7.98,0.235,-999.25,99.11,0.277,2.88,0.257,3.27,2.309,-999.25,-999.25,,,,
1712,8,0.236,-999.25,93.37,0.259,2.9,0.248,2.87,2.306,-999.25,-999.25,,,,
1712.5,7.98,0.253,-999.25,92.36,0.323,2.86,0.29,2.46,2.277,-999.25,-999.25,,,,
1713,8,0.265,-999.25,99.45,0.387,2.76,0.332,2.25,2.257,-999.25,-999.25,,,,
1713.5,8.09,0.266,-999.25,104.96,0.319,2.7,0.294,2.13,2.255,-999.25,-999.25,,,,
1714,8.11,0.264,-999.25,102.85,0.337,2.72,0.303,2.16,2.259,-999.25,-999.25,,,,
1714.5,8.09,0.267,-999.25,100.57,0.322,2.8,0.296,2.21,2.254,-999.25,-999.25,,,,
1715,8.11,0.267,-999.25,102.72,0.323,2.83,0.296,2.32,2.253,-999.25,-999.25,,,,
1715.5,8.11,0.264,-999.25,106.28,0.351,2.81,0.311,2.37,2.259,-999.25,-999.25,,,,
1716,8.11,0.254,-999.25,103.49,0.337,2.84,0.298,2.48,2.276,-999.25,-999.25,,,,
1716.5,8.07,0.244,-999.25,102.92,0.353,3.11,0.303,2.47,2.292,-999.25,-999.25,,,,
1717,8.11,0.232,-999.25,103.17,0.283,3.51,0.259,2.49,2.313,-999.25,-999.25,,,,
1717.5,8,0.222,-999.25,108.91,0.362,3.66,0.3,2.41,2.33,-999.25,-999.25,,,,
1718,8.11,0.227,-999.25,100.13,0.433,3.46,0.346,2.29,2.322,-999.25,-999.25,,,,
1718.5,8.07,0.242,-999.25,100.82,0.449,3.07,0.361,2.37,2.297,-999.25,-999.25,,,,
1719,8.02,0.259,-999.25,104.83,0.382,2.83,0.326,2.38,2.268,-999.25,-999.25,,,,
1719.5,8.05,0.267,-999.25,107.08,0.341,2.76,0.306,2.32,2.253,-999.25,-999.25,,,,
1720,8.07,0.268,-999.25,106.05,0.398,2.74,0.339,2.3,2.251,-999.25,-999.25,,,,
1720.5,8.04,0.264,-999.25,102.72,0.395,2.72,0.336,2.31,2.259,-999.25,-999.25,,,,
1721,8.05,0.255,-999.25,105.87,0.281,2.7,0.268,2.43,2.275,-999.25,-999.25,,,,
1721.5,8.07,0.254,-999.25,111.27,0.33,2.76,0.294,2.58,2.275,-999.25,-999.25,,,,
1722,8,0.258,-999.25,107.22,0.334,2.82,0.298,2.43,2.269,-999.25,-999.25,,,,
1722.5,8.05,0.266,-999.25,102.49,0.366,2.85,0.32,2.32,2.254,-999.25,-999.25,,,,
1723,8.05,0.268,-999.25,94.81,0.328,2.81,0.3,2.4,2.251,-999.25,-999.25,,,,
1723.5,8.05,0.268,-999.25,101.13,0.338,2.75,0.305,2.41,2.252,-999.25,-999.25,,,,
1724,8.05,0.271,-999.25,110.02,0.337,2.71,0.306,2.46,2.247,-999.25,-999.25,,,,
1724.5,8.11,0.273,-999.25,117.25,0.377,2.65,0.329,2.23,2.243,-999.25,-999.25,,,,
1725,8.07,0.279,-999.25,117.12,0.407,2.68,0.349,2.2,2.232,-999.25,-999.25,,,,
1725.5,8.05,0.271,-999.25,119.03,0.347,2.79,0.311,2.38,2.247,-999.25,-999.25,,,,
1726,8.05,0.265,-999.25,115.09,0.39,3.02,0.333,2.39,2.256,-999.25,-999.25,,,,
1726.5,8.05,0.26,-999.25,112.96,0.345,3.11,0.305,2.36,2.266,-999.25,-999.25,,,,
1727,8.07,0.273,-999.25,106.21,0.32,3.05,0.297,2.4,2.243,-999.25,-999.25,,,,
1727.5,8.05,0.28,-999.25,100.8,0.337,2.88,0.31,2.48,2.232,-999.25,-999.25,,,,
1728,8.09,0.286,-999.25,107.89,0.358,2.77,0.324,2.28,2.221,-999.25,-999.25,,,,
1728.5,8.11,0.28,-999.25,109.69,0.361,2.73,0.323,2.01,2.231,-999.25,-999.25,,,,
1729,8.23,0.277,-999.25,116.68,0.368,2.7,0.326,2.18,2.236,-999.25,-999.25,,,,
1729.5,8.07,0.28,-999.25,106.3,0.383,2.73,0.335,2.47,2.232,-999.25,-999.25,,,,
1730,8.07,0.287,-999.25,107.44,0.373,2.78,0.333,2.67,2.219,-999.25,-999.25,,,,
1730.5,8.07,0.289,-999.25,105.87,0.375,2.79,0.335,2.44,2.216,-999.25,-999.25,,,,
1731,8.09,0.285,-999.25,103.08,0.405,2.76,0.35,2.36,2.222,-999.25,-999.25,,,,
1731.5,8.27,0.271,-999.25,97.45,0.358,2.75,0.317,2.42,2.246,-999.25,-999.25,,,,
1732,8.02,0.264,-999.25,107.22,0.344,2.81,0.307,2.46,2.259,-999.25,-999.25,,,,
1732.5,8.05,0.263,-999.25,113.39,0.361,2.86,0.316,2.48,2.259,-999.25,-999.25,,,,
1733,8.09,0.267,-999.25,116.33,0.317,2.85,0.293,2.44,2.254,-999.25,-999.25,,,,
1733.5,8.07,0.275,-999.25,111.04,0.328,2.84,0.303,2.52,2.239,-999.25,-999.25,,,,
1734,8.11,0.276,-999.25,107.14,0.347,2.88,0.314,2.65,2.238,-999.25,-999.25,,,,
1734.5,8.14,0.288,-999.25,103.28,0.41,2.91,0.354,2.61,2.217,-999.25,-999.25,,,,
1735,8.2,0.294,-999.25,93.04,0.334,2.88,0.315,2.55,2.207,-999.25,-999.25,,,,
1735.5,8.6,0.294,-999.25,93.8,0.4,2.8,0.351,2.39,2.208,-999.25,-999.25,,,,
1736,8.63,0.279,-999.25,95.4,0.448,2.71,0.373,2.44,2.232,-999.25,-999.25,,,,
1736.5,8.29,0.271,-999.25,108.23,0.44,2.65,0.365,2.52,2.247,-999.25,-999.25,,,,
1737,8.36,0.274,-999.25,109.25,0.385,2.65,0.334,2.52,2.242,-999.25,-999.25,,,,
1737.5,8.05,0.269,-999.25,116.34,0.322,2.73,0.297,2.38,2.25,-999.25,-999.25,,,,
1738,8.07,0.259,-999.25,108.33,0.428,2.83,0.354,2.57,2.268,-999.25,-999.25,,,,
1738.5,8.07,0.241,-999.25,106.21,0.36,2.89,0.306,2.99,2.299,-999.25,-999.25,,,,
1739,8.07,0.233,-999.25,98.88,0.33,2.91,0.286,2.71,2.312,-999.25,-999.25,,,,
1739.5,8.05,0.235,-999.25,98.35,0.375,2.87,0.313,2.51,2.307,-999.25,-999.25,,,,
1740,8.02,0.238,-999.25,102.93,0.385,2.84,0.32,2.73,2.303,-999.25,-999.25,,,,
1740.5,8.2,0.238,-999.25,106.77,0.434,2.84,0.35,2.93,2.303,-999.25,-999.25,,,,
1741,7.98,0.231,-999.25,115.65,0.322,2.91,0.28,3.85,2.315,-999.25,-999.25,,,,
1741.5,8,0.233,-999.25,113.68,0.246,2.95,0.24,3.83,2.312,-999.25,-999.25,,,,
1742,8,0.245,-999.25,109.71,0.31,2.93,0.279,2.77,2.29,-999.25,-999.25,,,,
1742.5,8.02,0.254,-999.25,109.25,0.341,2.87,0.301,2.38,2.276,-999.25,-999.25,,,,
1743,8.07,0.26,-999.25,123.41,0.31,2.85,0.286,2.31,2.265,-999.25,-999.25,,,,
